genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,FROH_file_name,Het_file_name,MSMC_file_name,Genome_length_file_name,Align_file_name,AlnBin_file_name,ROH_csv_file_name,config_file_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_wo_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Lateolabrax,maculatus,fishes,Lateolabrax_maculatus,Fishes,Ray-finned fishes,,,DD/NE,yes,unknown,LatMac,../groups/fishes/Lateolabrax_maculatus/heterozygosity/LatMac_FROH.csv,../groups/fishes/Lateolabrax_maculatus/heterozygosity/LatMac_whole_genome_mean_heterozygosity.txt,../groups/fishes/Lateolabrax_maculatus/heterozygosity/MSMC/Primary_Results/LatMac.msmc2.final.txt,../groups/fishes/Lateolabrax_maculatus/heterozygosity/LatMac_Chroms_Lengths.txt,../groups/fishes/Lateolabrax_maculatus/heterozygosity/LatMac_Genome_Align.txt,../groups/fishes/Lateolabrax_maculatus/heterozygosity/LatMac_alnROH_bins.txt,../groups/fishes/Lateolabrax_maculatus/heterozygosity/ROH/LatMac_Auto_ROH_FROH_percent.csv,config_files/fishes/LatMac_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.392,4.392,531109758,0.847586776,24,0,0,0,0,0,626614021,,,,,,,,,,,,,,,,,,,0,0,
Lathamus,discolor,birds,Lathamus_discolor,Birds,Birds,GCF_037157495.1,,CR,no,,LatDis,../groups/birds/Lathamus_discolor/heterozygosity/LatDis_FROH.csv,../groups/birds/Lathamus_discolor/heterozygosity/LatDis_whole_genome_mean_heterozygosity.txt,../groups/birds/Lathamus_discolor/heterozygosity/MSMC/Primary_Results/LatDis.msmc2.final.txt,../groups/birds/Lathamus_discolor/heterozygosity/LatDis_Chroms_Lengths.txt,../groups/birds/Lathamus_discolor/heterozygosity/LatDis_Genome_Align.txt,../groups/birds/Lathamus_discolor/heterozygosity/LatDis_alnROH_bins.txt,../groups/birds/Lathamus_discolor/heterozygosity/ROH/LatDis_Auto_ROH_FROH_percent.csv,config_files/birds/LatDis_config.yml,Terrestrial,4755421,8,0.39735135,4755421,8,0.47906593,3958599,3,0.330770852,3958599,3,0.398793275,3079697,2,0.25733195,3079697,2,0.310251796,0,0,0,0,0,0,3079697,2,0.25733195,3079697,2,0.310251796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625,3.624,992644373,0.829429365,24,0.01736614,0.011246628,0,0.011246628,0,1196779877,AU,1_5; 1_5; 1_4; 1_4; 14_5; 14_5; 14_2; 14_2,A3ce,,242.5,64.7,,0,0,0,1,0,0.3523818395889661,0.6476181604110339,0,0.6476181604110339,0.3523818395889661,0,0,2.6256120409889485,
Lemur,catta,mammals,Lemur_catta,Mammals,Mammals,GCF_020740605.2,GCA_020740595.1,EN,yes,yes,LemCat,../groups/mammals/Lemur_catta/heterozygosity/LemCat_FROH.csv,../groups/mammals/Lemur_catta/heterozygosity/LemCat_whole_genome_mean_heterozygosity.txt,../groups/mammals/Lemur_catta/heterozygosity/MSMC/Primary_Results/LemCat.msmc2.final.txt,../groups/mammals/Lemur_catta/heterozygosity/LemCat_Chroms_Lengths.txt,../groups/mammals/Lemur_catta/heterozygosity/LemCat_Genome_Align.txt,../groups/mammals/Lemur_catta/heterozygosity/LemCat_alnROH_bins.txt,../groups/mammals/Lemur_catta/heterozygosity/ROH/LemCat_Auto_ROH_FROH_percent.csv,config_files/mammals/LemCat_config.yml,Terrestrial,116705843,101,5.37151903,115414623,101,5.782657349,105354815,47,4.849075068,104139550,47,5.217738606,94089888,32,4.330594004,92276129,31,4.623341667,13361759,1,0.61499014,13323143,1,0.667533877,90327785,32,4.157438938,90490435,33,4.533872445,19121409,3,0.880084576,18925078,3,0.948209495,0,0,0,0,0,0,0,0,0,0,0,0,3.029,2.991,1995875184,0.918624231,27,0.175156691,0.140041019,0.020219601,0.137330996,0.028721266,2172678573,MG,1_5; 3_5; 1_9; 6; 7_1,A4cd,,455,3500,,0,0,1,1,0,0.2004814762510651,0.7995185237489348,0.115437218,0.7840465328210621,0.2159534671789379,0.1639746984227465,0,27.15111855738498,
Lepidochelys,kempii,reptiles,Lepidochelys_kempii,Reptiles,Turtles,GCA_965140285.1,,CR,no,,LepKem,../groups/reptiles/Lepidochelys_kempii/heterozygosity/LepKem_FROH.csv,../groups/reptiles/Lepidochelys_kempii/heterozygosity/LepKem_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Lepidochelys_kempii/heterozygosity/MSMC/Primary_Results/LepKem.msmc2.final.txt,../groups/reptiles/Lepidochelys_kempii/heterozygosity/LepKem_Chroms_Lengths.txt,../groups/reptiles/Lepidochelys_kempii/heterozygosity/LepKem_Genome_Align.txt,../groups/reptiles/Lepidochelys_kempii/heterozygosity/LepKem_alnROH_bins.txt,../groups/reptiles/Lepidochelys_kempii/heterozygosity/ROH/LepKem_Auto_ROH_FROH_percent.csv,config_files/reptiles/LepKem_config.yml,Marine,154169215,771,6.979586632,153483380,771,7.183071714,22405602,31,1.014351926,22402131,31,1.04842696,2567810,2,0.116250526,2567810,2,0.120174337,0,0,0,0,0,0,2777236,7,0.125731711,3942237,10,0.184497964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521,0.501,2136737403,0.967349014,28,0.037423804,0.000626108,0,0.000961234,0,2208858821,VRG-OO; TEX-OO; SCA-OO; RHO-OO; NCA-OO; NWJ-OO; NWH-OO; MSI-OO; MAS-OO; MRY-OO; MXT-TB; BM; MXT-CA; MX; GB; POR-OO; MDR-OO; AZO-OO; PT; IE; FRA-FR; FR; MXE-TA; MXG-VC; MXT-YU; CA; US; ALA-OO; CNT-OO; DEL-OO; FLA-OO; GEO-OO; LOU-OO; MAI-OO,10_1; 9_10; 9_1; 13_3,A2bd,Thalassochelys kempii;Lepidochelys kempi,720,31400,,1,0,0,0,0,0.9832697846502988,0.016730215,0,0.025685107,0.9743148932477248,0,0,11.93831876452393,
Lepidochelys,olivacea,reptiles,Lepidochelys_olivacea,Reptiles,Turtles,GCA_965140295.1,,VU,no,,LepOli,../groups/reptiles/Lepidochelys_olivacea/heterozygosity/LepOli_FROH.csv,../groups/reptiles/Lepidochelys_olivacea/heterozygosity/LepOli_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Lepidochelys_olivacea/heterozygosity/MSMC/Primary_Results/LepOli.msmc2.final.txt,../groups/reptiles/Lepidochelys_olivacea/heterozygosity/LepOli_Chroms_Lengths.txt,../groups/reptiles/Lepidochelys_olivacea/heterozygosity/LepOli_Genome_Align.txt,../groups/reptiles/Lepidochelys_olivacea/heterozygosity/LepOli_alnROH_bins.txt,../groups/reptiles/Lepidochelys_olivacea/heterozygosity/ROH/LepOli_Auto_ROH_FROH_percent.csv,config_files/reptiles/LepOli_config.yml,Marine,43295659,221,1.964008416,43272536,221,2.024972418,10094488,9,0.45791333,10094488,9,0.47237952,6305492,3,0.286034204,6305492,3,0.295070466,0,0,0,0,0,0,5663439,6,0.25690894,7089692,7,0.331767723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512600236,0.508,2136944465,0.969375917,28,0.010380013,0.001512532,0,0.001700642,0,2204453843,CL; GH; PA; CM; PG; CO; LK; PE; CR; GM; GN; PK; GP; GQ; PH; GT; NCB-OO; CG; CI; SR; GW; SO; GY; SN; SL; CU; CV; AND-AN; SD; KE; BJ; KH; FM; VEN-OO; MQ; MR; YE; IR; MM; AU; IN; MY; MZ; MX; US; MV; ZA; HN; EC; VN; LR; MG; VE; DO; GGI-ST; ID; UY; HAW-HI; MA; NG; NI; AG; PR; ER; NA; TZ; AO; TT; TW; VNA-OO; JP; TG; GF; JM; BR; GA; TH; OM; SV; ST; BD; BN; GGI-BI,12_2; 10_1; 9_1,A2bd,Chelonia olivacea,710,45000,,1,0,0,0,0,0.8542842046511903,0.1457157953488097,0,0.1638381443602012,0.8361618556397987,0,0,5.588146631467234,
Lepidogalaxias,salamandroides,fishes,Lepidogalaxias_salamandroides,Fishes,Ray-finned fishes,GCA_049190665.1,,EN,no,,LepSal,../groups/fishes/Lepidogalaxias_salamandroides/heterozygosity/LepSal_FROH.csv,../groups/fishes/Lepidogalaxias_salamandroides/heterozygosity/LepSal_whole_genome_mean_heterozygosity.txt,../groups/fishes/Lepidogalaxias_salamandroides/heterozygosity/MSMC/Primary_Results/LepSal.msmc2.final.txt,../groups/fishes/Lepidogalaxias_salamandroides/heterozygosity/LepSal_Chroms_Lengths.txt,../groups/fishes/Lepidogalaxias_salamandroides/heterozygosity/LepSal_Genome_Align.txt,../groups/fishes/Lepidogalaxias_salamandroides/heterozygosity/LepSal_alnROH_bins.txt,../groups/fishes/Lepidogalaxias_salamandroides/heterozygosity/ROH/LepSal_Auto_ROH_FROH_percent.csv,config_files/fishes/LepSal_config.yml,,2287188,8,0.381303734,1427560,8,0.371465142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237483,3,0.206304374,769246,3,0.200165369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202,2.196,384305239,0.640686391,20,0.008179662,0,0,0.004407641,0,599833623,WAU-WA; AU,5_2; 5_1; 5_8,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",,74.00000095,,0,1,0,0,0,0,1,0,0,0.5388537084255653,0.4611462915744346,0,0,6.459927331828355,
Lepisosteus,oculatus,fishes,Lepisosteus_oculatus,Fishes,Ray-finned fishes,GCF_040954835.1,,LC,no,,LepOcu,../groups/fishes/Lepisosteus_oculatus/heterozygosity/LepOcu_FROH.csv,../groups/fishes/Lepisosteus_oculatus/heterozygosity/LepOcu_whole_genome_mean_heterozygosity.txt,../groups/fishes/Lepisosteus_oculatus/heterozygosity/MSMC/Primary_Results/LepOcu.msmc2.final.txt,../groups/fishes/Lepisosteus_oculatus/heterozygosity/LepOcu_Chroms_Lengths.txt,../groups/fishes/Lepisosteus_oculatus/heterozygosity/LepOcu_Genome_Align.txt,../groups/fishes/Lepisosteus_oculatus/heterozygosity/LepOcu_alnROH_bins.txt,../groups/fishes/Lepisosteus_oculatus/heterozygosity/ROH/LepOcu_Auto_ROH_FROH_percent.csv,config_files/fishes/LepOcu_config.yml,Freshwater,1916179,13,0.179502922,1660498,13,0.184152361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341033,2,0.03194713,336786,2,0.037350203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.005,3,901697914,0.844688363,29,0.005533778,0,0,0.001122374,0,1067491815,US; LOU-OO; TEX-OO; PEN-OO; MSI-OO; ALA-OO; TEN-OO; OKL-OO; OHI-OO; NWM-OO; MSO-OO; MIC-OO; GEO-OO; FLA-OO; ARK-OO; ILL-OO; INI-OO; KAN-OO; KTY-OO; ONT-OO; CA; MX; MXE-TA; MXE-NL,5_7; 13_4; 5_4; 13_5; 5_1,,,1500,4440,0,1,0,0,0,0,1,0,0,0.2028222858443671,0.7971777141556329,0,0,3.0066902523541605,
Leptodactylus,fuscus,amphibians,Leptodactylus_fuscus,Amphibians,Amphibians,GCA_031893055.1,,LC,no,,LepFus,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_FROH.csv,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/MSMC/Primary_Results/LepFus.msmc2.final.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_Chroms_Lengths.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_Genome_Align.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_alnROH_bins.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/ROH/LepFus_Auto_ROH_FROH_percent.csv,config_files/amphibians/LepFus_config.yml,,36690816,70,1.776456659,34946655,70,2.029232385,26734605,19,1.294407491,24982269,17,1.450634669,18769833,9,0.908777685,18327353,9,1.064206524,0,0,0,0,0,0,13426577,5,0.650073635,14523577,6,0.843334299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522651177,1.515,1722161309,0.83381763,11,0.030898131,0.016204153,0,0.01284104,0,2065393254,SR; PA; PY; TT; GY; CO; BO; BR; GF; AR; VE; PE; BZL-SP; BZN-TO; BZE-CE; BZE-MA; BZE-PE; BZC-MT; BZC-MS; BZE-RN; BZC-DF; BZC-GO; BZE-SE; BZS-SC; BZL-RJ; BZN-AC; BZS-RS; BZE-AL; BZL-ES; BZL-MG; BZN-RM; BZE-PI; BZN-RO; BZN-PA; BZN-AZ; BZS-PR; BZE-BA,15_9; 14_6; 1_5; 1_6; 1_9; 2_2; 2_1; 14_5; 5_4; 5_5; 5_8; 4_6; 4_5; 15_2,,,56.7,9.1,,0,0,1,0,0,0.475562024,0.524437976,0,0.4155927656023165,0.5844072343976834,0,0.076422722,6.91038509,
Leptosomus,discolor,birds,Leptosomus_discolor,Birds,Birds,GCA_034619465.1,,LC,likely,,LepDis,../groups/birds/Leptosomus_discolor/heterozygosity/LepDis_FROH.csv,../groups/birds/Leptosomus_discolor/heterozygosity/LepDis_whole_genome_mean_heterozygosity.txt,../groups/birds/Leptosomus_discolor/heterozygosity/MSMC/Primary_Results/LepDis.msmc2.final.txt,../groups/birds/Leptosomus_discolor/heterozygosity/LepDis_Chroms_Lengths.txt,../groups/birds/Leptosomus_discolor/heterozygosity/LepDis_Genome_Align.txt,../groups/birds/Leptosomus_discolor/heterozygosity/LepDis_alnROH_bins.txt,../groups/birds/Leptosomus_discolor/heterozygosity/ROH/LepDis_Auto_ROH_FROH_percent.csv,config_files/birds/LepDis_config.yml,,17101772,29,1.407058291,17089182,29,1.594481347,12549088,10,1.032483553,12548888,10,1.170855799,8279472,4,0.6811984,8279272,4,0.772485469,0,0,0,0,0,0,9307999,10,0.76582106,9307799,10,0.868450689,3947087,1,0.324748891,4761721,2,0.444285473,3947087,1,0.324748891,3946887,1,0.368258569,0,0,0,0,0,0,2.996,2.99,1071770581,0.881805512,28,0.047770661,0.023143665,0,0.026018783,0.013310793,1215427400,YT; MG; KM,14_3; 1_9; 1_6; 3_5; 1_5; 4_5,,,500,240,,0,0,0,1,0,0.5155255529492296,0.4844744470507703,0,0.5446603,0.4553397,0.2786394925163761,0,62.36752949710998,
Lethrinus,nebulosus,fishes,Lethrinus_nebulosus,Fishes,Ray-finned fishes,GCA_045362495.1,,LC,likely,,LetNeb,../groups/fishes/Lethrinus_nebulosus/heterozygosity/LetNeb_FROH.csv,../groups/fishes/Lethrinus_nebulosus/heterozygosity/LetNeb_whole_genome_mean_heterozygosity.txt,../groups/fishes/Lethrinus_nebulosus/heterozygosity/MSMC/Primary_Results/LetNeb.msmc2.final.txt,../groups/fishes/Lethrinus_nebulosus/heterozygosity/LetNeb_Chroms_Lengths.txt,../groups/fishes/Lethrinus_nebulosus/heterozygosity/LetNeb_Genome_Align.txt,../groups/fishes/Lethrinus_nebulosus/heterozygosity/LetNeb_alnROH_bins.txt,../groups/fishes/Lethrinus_nebulosus/heterozygosity/ROH/LetNeb_Auto_ROH_FROH_percent.csv,config_files/fishes/LetNeb_config.yml,Marine,767681,5,0.068457894,756497,5,0.1028836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,5.44,735294059,0.655697912,24,0.005596868,0,0,0,0,1121391490,FJ; EG; AS; AU; TW; VN; OM; PK; SCS-SI; SG; NC; MV; PH; BH; TH; ZA; MM; MG; PG; WS; QA; MZ; SB; AE; JP; TO; IO; SCS-PI; KM; MU; SO; KH; TF; WF; YE; MY; IR; DJ; RE; SA; TZ; LK; BN; DT; ER; JO; KE; YT; IL; KW; MCI-OO; SC; CN; SD; VU; ID; IQ; IN; ALD-OO; WAU-AC; QLD-CS; NFK-LH; IND-KT; IND-PO; NTA-OO; AND-AN; MYA-OO; NSW-NS; IND-KE; IND-MR; SEY-OO; IND-GO; AND-CO; QLD-QU; NAT-OO; CGS-OO; IND-TN; MAU-OO; HK; MO; WAU-WA; IND-AP; NCB-OO; LDV-OO; ROD-OO; TL,9_2; 9_4; 9_8; 9_9; 9_10; 12_7,,Lethrinus gothofredi;Lethrinus alboguttatus;Lethrinus anatarius;Lethrinus aurolineatus;Lethrinus carinatus;Lethrinus centurio;Sparus choerorynchus;Lethrinus cyanoxanthus;Lethrinus devisianus;Lethrinus erythrurus;Lethrinus esculentus;Lethrinus fasciatus;Lethrinus fraenatus;Lethrinus guentheri;Lethrinus karwa;Lethrinus korely;Lethrinus maculatus;Sciaena nebulosa;Lethrinus ornatus;Lethrinus perselectus,870,8400,1,1,0,0,0,0,1,0,0,0,1,0,0,0.8463401926453784,
Leuciscus,leuciscus,fishes,Leuciscus_leuciscus,Fishes,Ray-finned fishes,GCA_965113295.1,,LC,no,,LeuLeu,../groups/fishes/Leuciscus_leuciscus/heterozygosity/LeuLeu_FROH.csv,../groups/fishes/Leuciscus_leuciscus/heterozygosity/LeuLeu_whole_genome_mean_heterozygosity.txt,../groups/fishes/Leuciscus_leuciscus/heterozygosity/MSMC/Primary_Results/LeuLeu.msmc2.final.txt,../groups/fishes/Leuciscus_leuciscus/heterozygosity/LeuLeu_Chroms_Lengths.txt,../groups/fishes/Leuciscus_leuciscus/heterozygosity/LeuLeu_Genome_Align.txt,../groups/fishes/Leuciscus_leuciscus/heterozygosity/LeuLeu_alnROH_bins.txt,../groups/fishes/Leuciscus_leuciscus/heterozygosity/ROH/LeuLeu_Auto_ROH_FROH_percent.csv,config_files/fishes/LeuLeu_config.yml,Freshwater,48915232,178,4.269218637,44078975,178,7.095839433,17880714,20,1.560591136,14617443,16,2.353117976,9406506,7,0.820980073,8268008,6,1.33098506,0,0,0,0,0,0,17523784,21,1.529439035,23404053,41,3.767587657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.177,2.137,621194651,0.542165635,25,0.154476424,0.028975545,0,0.082020383,0,1145765447,HU; BG; LI; MD; DK; FR; EE; FI; HR; RU; IE; LU; UA; SK; RS; ME; BY; LV; BE; KZ; DE; SE; LT; PL; GB; BA; SI; CH; NO; AT; RO; CZ; NL; FRA-FR; YUG-KO; YUG-SE; GRB-OO; UKR-UK; RU-EU; RUC-OO; RUE-OO; BLT-KA; RUN-OO; RUW-OO; RUS-OO,5_1; 5_5; 15_1; 15_9,,Leuciscus vulgaris;Cyprinus umbra;Idus stagnalis;Cyprinus squalus;Cyprinus simus;Leuciscus saltator;Cyprinus salax;Leuciscus leuciscus;Leuciscus rostratus;Leuciscus rodens;Squalius vulgaris;Cyprinus mugilis;Squalius vulgaris;Squalius mehdem;Leuciscus majalis;Squalius lepusculus;Cyprinus lancastriensis;Cyprinus grislagine;Cyprinus grainining;Cyprinus graining;Cyprinus dobula;Squalius chalybeius;Leuciscus argenteus;Cyprinus leuciscus,400,1000,0,1,0,0,0,0,0.8124273987768539,0.187572601,0,0.5309572874596099,0.4690427125403901,0,0,30.944463296084677,
Liasis,olivaceus,reptiles,Liasis_olivaceus,Reptiles,Lepidosauria,GCA_030867105.1,,LC,yes,,LiaOli,../groups/reptiles/Liasis_olivaceus/heterozygosity/LiaOli_FROH.csv,../groups/reptiles/Liasis_olivaceus/heterozygosity/LiaOli_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Liasis_olivaceus/heterozygosity/MSMC/Primary_Results/LiaOli.msmc2.final.txt,../groups/reptiles/Liasis_olivaceus/heterozygosity/LiaOli_Chroms_Lengths.txt,../groups/reptiles/Liasis_olivaceus/heterozygosity/LiaOli_Genome_Align.txt,../groups/reptiles/Liasis_olivaceus/heterozygosity/LiaOli_alnROH_bins.txt,../groups/reptiles/Liasis_olivaceus/heterozygosity/ROH/LiaOli_Auto_ROH_FROH_percent.csv,config_files/reptiles/LiaOli_config.yml,,973049211,1562,65.53597368,958519986,1561,66.40990424,720265241,400,48.51068512,705728702,397,48.89556421,571017040,186,38.45864863,556484212,183,38.55533924,157055816,7,10.57788826,157028198,7,10.87950981,461624931,199,31.09096538,457655088,212,31.70808227,172157575,11,11.59500894,162692001,10,11.27191959,65159542,3,4.388569439,55777246,2,3.864459395,0,0,0,0,0,0,0.026088545,0.019,1443338907,0.972105209,17,0.017325377,0.010058527,0.002838306,0.008272177,0.00294068,1484755862,WAU-WA; QLD-QU; NTA-OO; AU,4_5; 3_5; 2_2; 1_6; 2_1; 1_5,,,4000,21710.2,,0,0,1,0,0,0.4194338979594313,0.5805661020405686,0.163823603,0.4774601413475381,0.5225398586524619,0.1697325077997897,36.77637344776695,105.20336839957848,Yes
Limanda,limanda,fishes,Limanda_limanda,Fishes,Ray-finned fishes,GCF_963576545.1,GCA_963576525.1,LC,no,no,LimLim,../groups/fishes/Limanda_limanda/heterozygosity/LimLim_FROH.csv,../groups/fishes/Limanda_limanda/heterozygosity/LimLim_whole_genome_mean_heterozygosity.txt,../groups/fishes/Limanda_limanda/heterozygosity/MSMC/Primary_Results/LimLim.msmc2.final.txt,../groups/fishes/Limanda_limanda/heterozygosity/LimLim_Chroms_Lengths.txt,../groups/fishes/Limanda_limanda/heterozygosity/LimLim_Genome_Align.txt,../groups/fishes/Limanda_limanda/heterozygosity/LimLim_alnROH_bins.txt,../groups/fishes/Limanda_limanda/heterozygosity/ROH/LimLim_Auto_ROH_FROH_percent.csv,config_files/fishes/LimLim_config.yml,Marine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,1.941,486469959,0.761524274,23,0,0,0,0,0,638810837,GB; SE; ES; PL; NO; NL; LT; BE; DK; RU-EU; FO; FR; DE; GG; IS; IE; JE; LV; BLT-KA; RU; IRE-NI; RUW-OO; RUN-OO; IM; FRA-FR; SPA-SP; GRB-OO,9_4; 9_3,,Pleuronectes limanda,400,1000,1,1,0,0,0,0,,,,,,,0,0,
Lipophrys,pholis,fishes,Lipophrys_pholis,Fishes,Ray-finned fishes,GCA_963383615.1,GCA_963383635.1,LC,no,no,LipPho,../groups/fishes/Lipophrys_pholis/heterozygosity/LipPho_FROH.csv,../groups/fishes/Lipophrys_pholis/heterozygosity/LipPho_whole_genome_mean_heterozygosity.txt,../groups/fishes/Lipophrys_pholis/heterozygosity/MSMC/Primary_Results/LipPho.msmc2.final.txt,../groups/fishes/Lipophrys_pholis/heterozygosity/LipPho_Chroms_Lengths.txt,../groups/fishes/Lipophrys_pholis/heterozygosity/LipPho_Genome_Align.txt,../groups/fishes/Lipophrys_pholis/heterozygosity/LipPho_alnROH_bins.txt,../groups/fishes/Lipophrys_pholis/heterozygosity/ROH/LipPho_Auto_ROH_FROH_percent.csv,config_files/fishes/LipPho_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0025,2.0025,575383837,0.800882,23,0,0,0,0,0,718437719,GG; GB; TR; NO; PT; FR; ES; NL; BE; DE; JE; GI; MA; IE,12_1,,Pholis carolinus;Pholis laevis;Blennius pholis;Pholis bufo,170,,1,1,0,0,0,0,,,,,,,0,0,
Lissotriton,helveticus,amphibians,Lissotriton_helveticus,Amphibians,Amphibians,GCA_964261635.1,GCA_964258895.1,LC,no,no,LisHel,../groups/amphibians/Lissotriton_helveticus/heterozygosity/LisHel_FROH.csv,../groups/amphibians/Lissotriton_helveticus/heterozygosity/LisHel_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Lissotriton_helveticus/heterozygosity/MSMC/Primary_Results/LisHel.msmc2.final.txt,../groups/amphibians/Lissotriton_helveticus/heterozygosity/LisHel_Chroms_Lengths.txt,../groups/amphibians/Lissotriton_helveticus/heterozygosity/LisHel_Genome_Align.txt,../groups/amphibians/Lissotriton_helveticus/heterozygosity/LisHel_alnROH_bins.txt,../groups/amphibians/Lissotriton_helveticus/heterozygosity/ROH/LisHel_Auto_ROH_FROH_percent.csv,config_files/amphibians/LisHel_config.yml,Freshwater,3530497,11,0.015449253,1183621,11,0.01513971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,7817989898,0.342110766,17,0.00011809,0,0,0,0,22852218266,BE; CZ; GRB-OO; FR; FRA-FR; DE; LU; NL; PT; CH; GB; POR-OO; ES; SPA-SP; GG; IM; JE,14_2; 14_1; 1_4; 5_2; 5_4; 5_5; 14_3; 14_4; 14_5; 15_1; 15_2; 5_8; 15_5; 5_6; 15_9; 3_4; 5_1; 5_7,,Triturus helveticus;Lacerta helvetica,95,1.8,,1,0,1,0,0,1,0,0,0,1,0,0,0.2716951429384847,
