genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,zoo_flag,short_name,FROH_file_name,Het_file_name,MSMC_file_name,Genome_length_file_name,Align_file_name,AlnBin_file_name,ROH_csv_file_name,config_file_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_wo_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Anser,anser,birds,Anser_anser,Birds,Birds,GCA_964211835.1,,LC,no,AnsAns,../groups/birds/Anser_anser/heterozygosity/AnsAns_FROH.csv,../groups/birds/Anser_anser/heterozygosity/AnsAns_whole_genome_mean_heterozygosity.txt,../groups/birds/Anser_anser/heterozygosity/MSMC/Primary_Results/AnsAns.msmc2.final.txt,../groups/birds/Anser_anser/heterozygosity/AnsAns_Chroms_Lengths.txt,../groups/birds/Anser_anser/heterozygosity/AnsAns_Genome_Align.txt,../groups/birds/Anser_anser/heterozygosity/AnsAns_alnROH_bins.txt,../groups/birds/Anser_anser/heterozygosity/ROH/AnsAns_Auto_ROH_FROH_percent.csv,config_files/birds/AnsAns_config.yml,Freshwater,99802376.0,232.0,8.27566819728168,97561066.0,232.0,9.35753628468299,65536992.0,56.0,5.43436361114192,63417891.0,54.0,6.08270532971186,45249032.0,25.0,3.75207475100774,43792329.0,24.0,4.20032626138254,0.0,0.0,0.0,0.0,0.0,0.0,47746005.0,48.0,3.95912513270978,46044967.0,49.0,4.41638726486989,11603226.0,5.0,0.962145915184142,10836847.0,6.0,1.03941247437844,662861.0,1.0,0.0549648006067343,662861.0,1.0,0.063578086151716,0.0,0.0,0.0,0.0,1.0,0.0,2.671,2.58,1042593510.0,0.864524302848188,39,0.112190714441528,0.0,0.117961703844675,0.0277627071906481,1205973628.0,LK; TN; AL; SA; NP; ME; QA; LA; KR; NO; IN; BY; NL; RU; BG; OM; GE; LB; MD; VN; RU-EU; BE; TH; AT; KG; TJ; DK; YE; CZ; RU-CA; UZ; UA; PK; HR; RU-EA; AE; IL; AR; PL; TM; FO; TR; JP; EE; HK; SY; AF; IT; ES; LU; SPA-SP; KW; CNY-OO; JO; SJ; KZ; MT; IE; IR; GB; LT; GI; LV; LI; CH; MK; CN; BA; SE; IQ; EG; GR; LY; MM; SI; IS; DZ; SK; MN; AM; HU; FR; RS; AZ; RO; BT; FI; MA; CY; DE; BD; BH; PT; FK,14_1; 5_4; 5_4; 14_2; 5_10; 4_4,,,760.0,3302.41,,0.0,0.0,1.0,0.0,0.0,0.551129043628941,0.448870956371059,0.0,0.47196047447862033,0.5280395255213797,0.11107757883662353,0.0,74.68199977917433,
Buteo,buteo,birds,Buteo_buteo,Birds,Birds,GCA_964188355.1,,LC,no,ButBut,../groups/birds/Buteo_buteo/heterozygosity/ButBut_FROH.csv,../groups/birds/Buteo_buteo/heterozygosity/ButBut_whole_genome_mean_heterozygosity.txt,../groups/birds/Buteo_buteo/heterozygosity/MSMC/Primary_Results/ButBut.msmc2.final.txt,../groups/birds/Buteo_buteo/heterozygosity/ButBut_Chroms_Lengths.txt,../groups/birds/Buteo_buteo/heterozygosity/ButBut_Genome_Align.txt,../groups/birds/Buteo_buteo/heterozygosity/ButBut_alnROH_bins.txt,../groups/birds/Buteo_buteo/heterozygosity/ROH/ButBut_Auto_ROH_FROH_percent.csv,config_files/birds/ButBut_config.yml,Terrestrial,34239920.0,86.0,2.77632268929567,34055129.0,86.0,3.06819771606335,20635115.0,21.0,1.67318550892424,20560134.0,21.0,1.85236579725646,12072497.0,8.0,0.978890936005513,12071297.0,8.0,1.08756381117577,0.0,0.0,0.0,0.0,0.0,0.0,22777766.0,29.0,1.84692103711888,22702785.0,29.0,2.04540799376439,1576158.0,1.0,0.127801794435118,1575958.0,1.0,0.141985976215558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0605,2.035,1109939194.0,0.899987315402824,33,0.0224092523292767,0.0,0.0421456317115152,0.0029256210399215,1233283153.0,AD; FO; TJ; MZ; NG; AF; SS; IQ; IS; IT; MT; QA; AL; AT; TN; RU-CA; RU; CD; NA; PT; BE; IR; CG; ZM; OM; SA; FI; GR; AZ; IN; ML; LT; NO; CM; YE; BA; CZ; MV; ME; SO; GI; LU; MA; RS; BT; LK; SZ; PS; MK; IE; BG; CY; TR; NP; DJ; UZ; DK; EG; CN; GA; LY; KG; EH; SI; LV; LB; TM; TD; ER; RO; MD; SK; MC; DE; HR; GH; LR; TG; IL; CNY-OO; GB; BD; ZW; LI; ZA; MR; PK; RU-EU; CI; UG; BH; KE; AM; RW; ES; EE; FR; ET; KZ; SD; GE; AE; SL; PL; DZ; SN; AO; MW; TZ; CF; BI; CH; KW; BY; LS; SE; HU; JO; SY; GM; UA; BW; NL,3_4; 1_9; 14_1; 1_4; 14_2; 4_5; 1_6; 5_4; 5_5; 2_1,,,620.0,759.1,,0.0,0.0,1.0,0.0,0.0,0.6455365945024011,0.35446340549759886,0.0,0.6666480400059582,0.33335195999404177,0.04627667098251186,0.0,16.037539564439324,
Anas,platyrhynchos,birds,Anas_platyrhynchos,Birds,Birds,GCA_964188345.1,,LC,no,AnaPla,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_FROH.csv,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_whole_genome_mean_heterozygosity.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/MSMC/Primary_Results/AnaPla.msmc2.final.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_Chroms_Lengths.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_Genome_Align.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/AnaPla_alnROH_bins.txt,../groups/birds/Anas_platyrhynchos/heterozygosity/ROH/AnaPla_Auto_ROH_FROH_percent.csv,config_files/birds/AnaPla_config.yml,Freshwater,132310587.0,336.0,11.0885066240522,131021023.0,336.0,13.1046105486682,76841174.0,65.0,6.43980112414549,75798814.0,64.0,7.58133248219976,47069846.0,24.0,3.94476595560806,46691965.0,24.0,4.67009036463597,0.0,0.0,0.0,0.0,0.0,0.0,64616151.0,74.0,5.41526294025329,63537408.0,79.0,6.35495715150871,16239446.0,10.0,1.36097351409935,16070405.0,12.0,1.60734814965054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.642,5.397,999808598.0,0.837906059755245,39,0.263486498372762,0.0,0.358546682488122,0.0906865826032834,1193222780.0,ER; SO; KG; SD; ZM; TR; NE; SC; MH; GB; LY; UZ; SN; DK; TN; TH; HT; LI; HU; ML; DO; SS; ET; CA; SK; PT; VU; MD; EG; VI; AU; KY; VN; IR; SY; GM; IQ; US; CH; AM; MT; AT; BH; NZ; RS; KI; IS; DE; LT; BS; DJ; AF; TJ; GS; HN; PS; FO; DZ; SE; IN; BA; KP; NG; RU-EU; MK; AZ; NI; FJ; BD; CU; KR; CN; BY; CY; SA; PL; HR; LB; UA; CZ; NO; JP; RO; MN; EE; LK; MY; BZ; LV; GR; AG; BT; RU-EA; GI; FM; LU; AL; TW; KW; PK; OM; MX; FI; NC; BN; SJ; IE; HAW-HI; FR; JO; ME; JM; FK; BE; PR; SI; BG; KE; CNY-OO; HK; MM; GL; GU; MR; VC; GE; IL; NP; PH; BM; QA; AE; GP; MA; YE; PA; MQ; CK; PM; CR; RU-CA; TM; TC; MP; ES; GT; IT; RU; NL; KZ,5_14; 15_2; 15_1; 5_17; 15_1; 5_5; 15_6; 5_4; 15_2; 5_4; 5_14; 15_7; 5_5; 5_1; 15_7; 15_3; 15_9; 15_6; 5_17; 5_7; 5_7; 5_1; 15_3; 15_9,,,585.0,1580.0,,1.0,0.0,0.0,0.0,0.0,0.6436299768473026,0.3563700231526975,0.0,0.48494055797442637,0.5150594420255736,0.12265516351524786,0.0,57.78499381122574,
Aythya,marila,birds,Aythya_marila,Birds,Birds,GCA_965140915.1,,LC,no,AytMar,../groups/birds/Aythya_marila/heterozygosity/AytMar_FROH.csv,../groups/birds/Aythya_marila/heterozygosity/AytMar_whole_genome_mean_heterozygosity.txt,../groups/birds/Aythya_marila/heterozygosity/MSMC/Primary_Results/AytMar.msmc2.final.txt,../groups/birds/Aythya_marila/heterozygosity/AytMar_Chroms_Lengths.txt,../groups/birds/Aythya_marila/heterozygosity/AytMar_Genome_Align.txt,../groups/birds/Aythya_marila/heterozygosity/AytMar_alnROH_bins.txt,../groups/birds/Aythya_marila/heterozygosity/ROH/AytMar_Auto_ROH_FROH_percent.csv,config_files/birds/AytMar_config.yml,"Freshwater, Marine",225533006.0,141.0,20.286557637115,222607569.0,141.0,22.4642717905725,213335714.0,92.0,19.189418590537,210463605.0,91.0,21.2387729940292,190931085.0,62.0,17.1741357474276,188113581.0,60.0,18.9833374941617,0.0,0.0,0.0,0.0,0.0,0.0,181794781.0,61.0,16.3523307221968,178981741.0,64.0,18.0618048767868,71801735.0,15.0,6.45852268524438,70197542.0,15.0,7.08393101637137,9761551.0,3.0,0.878045615146625,9059203.0,3.0,0.914202510328703,3830499.0,1.0,0.344551070908049,3649256.0,1.0,0.368261865423711,2.02,1.951,990940508.0,0.891345000318668,38,0.383463417382066,0.0,0.364848458511094,0.143095406530702,1111736205.0,RU-EA; GU; JM; MN; NO; RU-CA; KR; PL; TN; CU; KP; MP; PT; AG; AT; MA; AL; GI; RO; BA; UA; TW; IT; HR; US; LI; LV; GL; LU; BG; PM; LT; BE; MK; CNY-OO; FO; EE; RU-EU; MT; ME; BY; NL; KZ; DE; CN; RS; IN; GE; SI; CY; AZ; SK; BD; ES; PR; IQ; FR; HK; SE; PK; TC; JP; TR; VI; TM; FI; IL; IR; MM; PH; EG; NP; CA; AF; BB; GR; VN; HU; MX; CR; BS; IS; CH; IE; DZ; GB; BM; SJ; RU; DK,9_5; 5_5; 5_5; 9_1; 9_2; 9_10; 9_4; 4_1; 9_3; 9_7; 5_4; 9_9; 5_1,,,460.0,1005.37,,1.0,0.0,0.0,0.0,0.0,0.1549542459627662,0.8450457540372338,0.0,0.8040236089187067,0.19597639108129328,0.3153421166914593,0.0,92.07329129379887,
Aythya,ferina,birds,Aythya_ferina,Birds,Birds,GCA_964211825.1,,VU,no,AytFer,../groups/birds/Aythya_ferina/heterozygosity/AytFer_FROH.csv,../groups/birds/Aythya_ferina/heterozygosity/AytFer_whole_genome_mean_heterozygosity.txt,../groups/birds/Aythya_ferina/heterozygosity/MSMC/Primary_Results/AytFer.msmc2.final.txt,../groups/birds/Aythya_ferina/heterozygosity/AytFer_Chroms_Lengths.txt,../groups/birds/Aythya_ferina/heterozygosity/AytFer_Genome_Align.txt,../groups/birds/Aythya_ferina/heterozygosity/AytFer_alnROH_bins.txt,../groups/birds/Aythya_ferina/heterozygosity/ROH/AytFer_Auto_ROH_FROH_percent.csv,config_files/birds/AytFer_config.yml,Freshwater,878219.0,8.0,0.0761235219941572,878019.0,8.0,0.0876238019062876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.714,1.714,1002032531.0,0.868556082394477,39,0.0,0.0,0.0,0.0,1153676258.0,US; FO; NO; MT; NL; TJ; BY; UZ; BA; TN; UA; RO; LB; MK; EH; CA; BE; LK; BH; KZ; MD; BD; TM; MM; CNY-OO; RU-CA; SE; KP; IE; ME; IN; SY; SD; CZ; SS; PK; MA; SN; GE; MP; PL; GB; ML; TH; GW; BF; DK; YE; FI; LT; QA; TW; CN; MR; TZ; IL; IT; CV; BG; LY; LI; AT; TD; CG; GH; LU; SI; ER; SA; EG; JO; PH; RU-EA; PT; AE; CY; LV; UG; SPA-SP; KW; NP; AF; IQ; GM; RU; HR; FR; TR; KR; BT; AZ; ET; KE; IR; HU; KG; VN; LR; NE; EE; NG; OM; GU; GR; PS; ES; AL; IS; DE; SK; JP; AM; MN; RS; RU-EU; CH; DZ,13_4; 15_1; 15_5; 5_14; 9_2; 15_6; 5_1; 5_1; 5_16; 9_5; 9_9; 9_10; 5_4; 5_7; 5_4; 5_5; 5_14; 5_16; 9_3; 9_4; 9_7; 5_5; 5_7,A2abcd+3bcd+4abcd,,460.0,822.99,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4152989934214902,
Gallus,gallus,birds,Gallus_gallus,Birds,Birds,GCF_016700215.2,,LC,yes,GalGal,../groups/birds/Gallus_gallus/heterozygosity/GalGal_FROH.csv,../groups/birds/Gallus_gallus/heterozygosity/GalGal_whole_genome_mean_heterozygosity.txt,../groups/birds/Gallus_gallus/heterozygosity/MSMC/Primary_Results/GalGal.msmc2.final.txt,../groups/birds/Gallus_gallus/heterozygosity/GalGal_Chroms_Lengths.txt,../groups/birds/Gallus_gallus/heterozygosity/GalGal_Genome_Align.txt,../groups/birds/Gallus_gallus/heterozygosity/GalGal_alnROH_bins.txt,../groups/birds/Gallus_gallus/heterozygosity/ROH/GalGal_Auto_ROH_FROH_percent.csv,config_files/birds/GalGal_config.yml,,12246945.0,68.0,1.18371153955138,12225268.0,68.0,1.34388608482349,2740104.0,4.0,0.264840964368739,2737004.0,4.0,0.300870425884016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4039922.0,10.0,0.39047307637027,4035265.0,10.0,0.443584261880824,154087.0,1.0,0.0148930659846071,154087.0,2.0,0.0169383096675015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1865,5.166,909695259.0,0.879253377518625,39,0.0,0.0,0.0230064977424489,0.0008785054309049,1034622422.0,HAW-HI; PK; VN; BT; PR; MP; IN; LA; PH; CN; KH; MM; DO; US; NP; MH; FM; BD; TH; TL; FJ; JM; ID; NR; SG; MY; AU; PW,1_9; 1_7; 14_2; 1_6,,,600.0,1500.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3300757905675359,0.6699242094324641,0.012603977270682305,0.0,37.08304398925691,
Columba,livia,birds,Columba_livia,Birds,Birds,GCF_036013475.1,,LC,no,ColLiv,../groups/birds/Columba_livia/heterozygosity/ColLiv_FROH.csv,../groups/birds/Columba_livia/heterozygosity/ColLiv_whole_genome_mean_heterozygosity.txt,../groups/birds/Columba_livia/heterozygosity/MSMC/Primary_Results/ColLiv.msmc2.final.txt,../groups/birds/Columba_livia/heterozygosity/ColLiv_Chroms_Lengths.txt,../groups/birds/Columba_livia/heterozygosity/ColLiv_Genome_Align.txt,../groups/birds/Columba_livia/heterozygosity/ColLiv_alnROH_bins.txt,../groups/birds/Columba_livia/heterozygosity/ROH/ColLiv_Auto_ROH_FROH_percent.csv,config_files/birds/ColLiv_config.yml,Terrestrial,140491881.0,480.0,12.1562731510349,135019809.0,480.0,13.6105225580537,56064991.0,62.0,4.85110840537693,50847710.0,60.0,5.1256471854465,25044560.0,16.0,2.16701855039925,20091481.0,13.0,2.02529952753235,0.0,0.0,0.0,0.0,0.0,0.0,36554882.0,71.0,3.16296662435497,33225735.0,74.0,3.34928347977011,957302.0,1.0,0.082832007922451,720484.0,1.0,0.0726275929979784,957302.0,1.0,0.082832007922451,720484.0,1.0,0.0726275929979784,0.0,0.0,0.0,0.0,0.0,0.0,4.45297646288618,4.188,992025166.0,0.858364825409147,39,0.0901861112639605,0.0,0.149142805029498,0.0032340896217607,1155715072.0,DE; AT; AL; AD; RE; LT; DM; ER; TG; GD; MU; TH; BE; RS; SZ; ZW; SK; TO; BL; MT; CO; PF; TT; DJ; MG; BA; LU; BS; LY; BT; VG; NI; TL; TJ; VE; SE; NG; TR; LK; GH; KM; UA; MZ; LC; MA; NR; CI; MC; ME; AO; SM; CR; SC; KG; PS; LA; UM; AZ; SA; GW; JO; ID; NO; PL; PR; CD; TW; BF; PG; BM; PA; NC; TD; RU; GY; IR; EG; EH; RU-EA; BY; SG; BG; FI; SN; KR; CN; LS; BD; SH; KH; CA; MR; AE; MH; ML; KP; KZ; OM; GU; RO; MF; WF; GP; CK; PE; HN; IE; IT; ZM; LI; KE; HR; CZ; DK; PK; SO; AF; MK; MY; US; GF; NA; TN; EE; GB; MQ; GI; AI; KN; MV; BH; CV; ET; IN; MS; BZ; QA; ST; TM; KI; NP; GA; MM; PM; LV; SV; MD; CL; SR; PY; SY; BW; BB; UZ; YE; VN; JP; DZ; NL; RU-CA; AS; SX; BN; BQ; GR; FO; FR; MN; GT; CW; FM; IQ; MP; SD; CY; IL; LB; WS; FJ; ZA; DO; HT; VI; SI; ES; EC; YT; UY; CH; MX; AM; KW; GE; GM; KY; RU-EU; AU; AR; HU; VC; UG; TC; AW; BR; NE; PT; AG; BO; HK; GN; CU; NZ; LR; IS,14_1; 14_2; 14_6; 6; 7_1,,,305.0,355.0,,0.0,0.0,1.0,0.0,0.0,0.8511960493145115,0.1488039506854884,0.0,0.24608044735124823,0.7539195526487518,0.005336135529565157,0.0,45.966284982787066,
Patagioenas,fasciata,birds,Patagioenas_fasciata,Birds,Birds,GCA_036971685.2,,LC,,PatFas,../groups/birds/Patagioenas_fasciata/heterozygosity/PatFas_FROH.csv,../groups/birds/Patagioenas_fasciata/heterozygosity/PatFas_whole_genome_mean_heterozygosity.txt,../groups/birds/Patagioenas_fasciata/heterozygosity/MSMC/Primary_Results/PatFas.msmc2.final.txt,../groups/birds/Patagioenas_fasciata/heterozygosity/PatFas_Chroms_Lengths.txt,../groups/birds/Patagioenas_fasciata/heterozygosity/PatFas_Genome_Align.txt,../groups/birds/Patagioenas_fasciata/heterozygosity/PatFas_alnROH_bins.txt,../groups/birds/Patagioenas_fasciata/heterozygosity/ROH/PatFas_Auto_ROH_FROH_percent.csv,config_files/birds/PatFas_config.yml,Terrestrial,302369280.0,156.0,26.7059295728117,300342044.0,156.0,29.0040060899964,291596806.0,118.0,25.7544806294239,289649607.0,116.0,27.9714383424555,270836220.0,89.0,23.9208593448598,269606767.0,89.0,26.0359029586022,13259969.0,1.0,1.17115005284818,13259969.0,1.0,1.28051409821651,252261151.0,81.0,22.2802677989061,250515912.0,81.0,24.1923006866431,77547646.0,17.0,6.84918114900209,77509905.0,18.0,7.48512504847653,35394244.0,6.0,3.12609861539808,35394222.0,8.0,3.41801706070391,4925582.0,1.0,0.435038394102434,4925560.0,2.0,0.475660917579167,3.599,3.552,1035519173.0,0.914593642099959,39,0.937032147480093,0.0460857023948122,0.870680901712285,0.26938965049467,1132217769.0,US; CA; NI; MX; HN; GT; SV,1_5; 1_5; 1_1; 1_1; 2_1; 2_1; 14_6; 14_6; 14_1; 14_1,,,385.0,366.3,,0.0,0.0,1.0,1.0,0.0,0.10233424728240934,0.8976657527175906,0.04414955969334748,0.8341020413379077,0.16589795866209234,0.25807210994408736,0.0,87.85953281151828,Yes
Caloenas,nicobarica,birds,Caloenas_nicobarica,Birds,Birds,GCF_036013445.1,,VU,yes,CalNic,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_FROH.csv,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_whole_genome_mean_heterozygosity.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/MSMC/Primary_Results/CalNic.msmc2.final.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_Chroms_Lengths.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_Genome_Align.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_alnROH_bins.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/ROH/CalNic_Auto_ROH_FROH_percent.csv,config_files/birds/CalNic_config.yml,,31364358.0,59.0,2.66390213336164,31364258.0,59.0,3.11398787627979,23695080.0,11.0,2.01251924755401,23695080.0,11.0,2.35255658997193,21704117.0,8.0,1.84341868496178,21704117.0,8.0,2.15488462068378,0.0,0.0,0.0,0.0,0.0,0.0,22687635.0,11.0,1.92695285768101,22687635.0,11.0,2.25253281399041,5985639.0,2.0,0.508384596988487,5985639.0,2.0,0.594281786541467,1280665.0,1.0,0.10877207260616,1280665.0,1.0,0.127150314972408,0.0,0.0,0.0,0.0,1.0,0.0,4.1195,4.098,1007205527.0,0.855460504598543,39,0.0887704719490683,0.0,0.0927930892723348,0.0244814381965757,1177384019.0,KH; PW; PG; SB; IN; ID; MY; MM; PH; TH; VN; TL,3_5; 3_6; 1_5; 1_6; 1_7,A2cde+3cde+4cde,,420.0,537.86,,0.0,0.0,1.0,0.0,0.0,0.30799839103478743,0.6920016089652126,0.0,0.7233595323696185,0.2766404676303815,0.19084267831236448,0.0,72.43296690513581,
Streptopelia,decaocto,birds,Streptopelia_decaocto,Birds,Birds,GCA_964273445.1,,LC,no,StrDec,../groups/birds/Streptopelia_decaocto/heterozygosity/StrDec_FROH.csv,../groups/birds/Streptopelia_decaocto/heterozygosity/StrDec_whole_genome_mean_heterozygosity.txt,../groups/birds/Streptopelia_decaocto/heterozygosity/MSMC/Primary_Results/StrDec.msmc2.final.txt,../groups/birds/Streptopelia_decaocto/heterozygosity/StrDec_Chroms_Lengths.txt,../groups/birds/Streptopelia_decaocto/heterozygosity/StrDec_Genome_Align.txt,../groups/birds/Streptopelia_decaocto/heterozygosity/StrDec_alnROH_bins.txt,../groups/birds/Streptopelia_decaocto/heterozygosity/ROH/StrDec_Auto_ROH_FROH_percent.csv,config_files/birds/StrDec_config.yml,Terrestrial,70133524.0,243.0,6.27331860203509,70090826.0,243.0,7.07817574537892,28335711.0,33.0,2.53457879741207,28327378.0,33.0,2.86066196294762,9973293.0,6.0,0.89209326627372,9972893.0,6.0,1.00712023773067,0.0,0.0,0.0,0.0,0.0,0.0,20822042.0,34.0,1.86249450991449,20819671.0,36.0,2.10249042148496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.184903422832,4.073,990238566.0,0.885750731210989,32,0.0421470093008247,0.0,0.0879871936134389,0.0,1117965282.0,KR; KP; JP; RO; PT; PL; NO; NL; ME; MC; MK; LU; AI; LT; LI; LV; IT; IE; IS; HU; GR; DE; FR; FI; FO; EE; DK; MQ; GP; DM; CU; KY; TN; MA; EG; BZ; BS; AG; MT; MS; KN; TC; PS; UZ; AL; AT; BE; BA; BG; HR; CZ; RS; SK; SI; ES; SJ; SE; CH; GB; MX; BQ; US; CW; GD; BY; MD; RU; RU-EU; RU-CA; UA; SX; BD; BT; IN; CN; NP; LK; AF; AZ; BH; CY; IR; IQ; IL; JO; KZ; KW; KG; LB; OM; PK; QA; SA; SY; TJ; TR; TM; AE; YE; CV; GE,3_8; 3_8; 3_5; 3_5; 3_4; 3_4; 14_1; 14_1; 14_3; 14_3; 14_4; 14_4; 14_5; 14_5; 14_6; 14_6; 3_3; 3_3,,,290.0,148.96,,0.0,0.0,1.0,0.0,0.0,0.857714717187097,0.14228528281290298,0.0,0.29703845978359583,0.7029615402164042,0.0,0.0,13.20044069391223,
Chlamydotis,macqueenii,birds,Chlamydotis_macqueenii,Birds,Birds,GCA_036417535.1,,VU,no,ChlMac,../groups/birds/Chlamydotis_macqueenii/heterozygosity/ChlMac_FROH.csv,../groups/birds/Chlamydotis_macqueenii/heterozygosity/ChlMac_whole_genome_mean_heterozygosity.txt,../groups/birds/Chlamydotis_macqueenii/heterozygosity/MSMC/Primary_Results/ChlMac.msmc2.final.txt,../groups/birds/Chlamydotis_macqueenii/heterozygosity/ChlMac_Chroms_Lengths.txt,../groups/birds/Chlamydotis_macqueenii/heterozygosity/ChlMac_Genome_Align.txt,../groups/birds/Chlamydotis_macqueenii/heterozygosity/ChlMac_alnROH_bins.txt,../groups/birds/Chlamydotis_macqueenii/heterozygosity/ROH/ChlMac_Auto_ROH_FROH_percent.csv,config_files/birds/ChlMac_config.yml,Terrestrial,34808447.0,31.0,2.8404916318994,33899488.0,31.0,3.30521019452161,30372854.0,12.0,2.47853165135182,29523067.0,11.0,2.87850784123773,27910568.0,9.0,2.27760045846226,27060781.0,8.0,2.63843422157044,0.0,0.0,0.0,0.0,0.0,0.0,30736403.0,16.0,2.50819852767886,29827449.0,16.0,2.90818517705557,15764821.0,4.0,1.28646480921404,14915260.0,6.0,1.45424230023593,8081819.0,1.0,0.659504839156587,8081819.0,1.0,0.787979763855974,0.0,0.0,0.0,0.0,0.0,0.0,3.095,3.079,1025637887.0,0.836956568439403,36,0.0816595391576052,0.0,0.09000833122987,0.0450087991923021,1225437407.0,IR; EG; AF; IQ; OM; TR; JO; PK; SA; KG; QA; SY; CN; TM; UZ; IN; BH; AE; MN; IL; YE; KZ; PS; TJ; KW,14_2; 4_5; 4_5; 8_1; 8_1; 8_2,A4acd,,,,,,,,,,0.20173481676183624,0.7982651832381638,0.0,0.8798790412409747,0.12012095875902529,0.43998481628985,0.0,57.44782540186686,
