genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,FROH_file_name,Het_file_name,MSMC_file_name,Genome_length_file_name,Align_file_name,AlnBin_file_name,ROH_csv_file_name,config_file_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_wo_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Mustela,erminea,mammals,Mustela_erminea,Mammals,Mammals,GCF_009829155.1,GCA_009829165.1,LC,no,no,MusErm,../groups/mammals/Mustela_erminea/heterozygosity/MusErm_FROH.csv,../groups/mammals/Mustela_erminea/heterozygosity/MusErm_whole_genome_mean_heterozygosity.txt,../groups/mammals/Mustela_erminea/heterozygosity/MSMC/Primary_Results/MusErm.msmc2.final.txt,../groups/mammals/Mustela_erminea/heterozygosity/MusErm_Chroms_Lengths.txt,../groups/mammals/Mustela_erminea/heterozygosity/MusErm_Genome_Align.txt,../groups/mammals/Mustela_erminea/heterozygosity/MusErm_alnROH_bins.txt,../groups/mammals/Mustela_erminea/heterozygosity/ROH/MusErm_Auto_ROH_FROH_percent.csv,config_files/mammals/MusErm_config.yml,Terrestrial,3683210.0,6.0,0.150851945867252,686886.0,6.0,0.0444983605893917,3210382.0,2.0,0.131486494573266,0.0,-1.0,0.0,1831164.0,0.0,0.074998344542413,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1831164.0,0.0,0.074998344542413,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.789,1.7885,1543620913.0,0.632215427324085,21,0.0007960756709442,0.0,0.0,0.0,0.0,2441605893.0,SK; AT; SI; US; SE; LU; GR; CH; TJ; RU; GB; NL; BY; ES; NZ; NO; AD; FR; BE; IN; BG; MN; FI; AZ; KG; IT; BA; TR; PT; CA; UA; EE; PK; AL; LI; GE; CN; JP; IE; AF; MD; DK; DE; UZ; ME; MK; KZ; RO; PL; HU; RS; LT; HR; LV; CZ,3_3; 14_3; 3_4; 5_1; 14_2; 4_1; 6; 4_2; 1_4; 4_4; 1_1; 5_3; 3_1; 1_2,,,310.0,445.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8099177913286846,
Mustela,nivalis,mammals,Mustela_nivalis,,,,,,,,MusNiv,../groups/mammals/Mustela_nivalis/heterozygosity/MusNiv_FROH.csv,../groups/mammals/Mustela_nivalis/heterozygosity/MusNiv_whole_genome_mean_heterozygosity.txt,../groups/mammals/Mustela_nivalis/heterozygosity/MSMC/Primary_Results/MusNiv.msmc2.final.txt,../groups/mammals/Mustela_nivalis/heterozygosity/MusNiv_Chroms_Lengths.txt,../groups/mammals/Mustela_nivalis/heterozygosity/MusNiv_Genome_Align.txt,../groups/mammals/Mustela_nivalis/heterozygosity/MusNiv_alnROH_bins.txt,../groups/mammals/Mustela_nivalis/heterozygosity/ROH/MusNiv_Auto_ROH_FROH_percent.csv,config_files/mammals/MusNiv_config.yml,Terrestrial,57307559.0,243.0,2.26141865480236,56017314.0,243.0,2.58100200770163,17183882.0,17.0,0.678094687591257,16015551.0,16.0,0.73791773174715,8587522.0,5.0,0.338872965245749,8410553.0,5.0,0.387516869853506,0.0,-1.0,0.0,0.0,-1.0,0.0,4763361.0,2.0,0.187967409761041,4749506.0,2.0,0.218833850576822,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,3.466,3.433,2170370803.0,0.856451942359398,20,0.0894575295869385,0.0134313347091225,0.0,0.0075847812609926,0.0,2534141959.0,TW; MN; KR; KP; JP; UZ; TM; TR; TJ; SY; LB; KG; KZ; IR; GE; AZ; AM; ME; MC; MT; MK; LU; LT; LI; LV; IT; HU; GR; DE; AL; AD; AT; BE; BA; BG; HR; CZ; DK; EE; FI; FR; NL; NO; PL; PT; RO; SM; RS; SK; SI; ES; SE; CH; GB; DZ; MA; CA; US; BY; MD; RU; UA; NZ; CN; AF; POR-OO; AZO-OO; ST; GGI-ST,1_4; 14_1; 14_2; 5_3; 6; 13_3; 14_4; 3_3; 3_4; 1_1; 4_2; 4_4; 1_2,,,260.0,200.0,,0.0,0.0,1.0,0.0,0.0,0.8498579742684556,0.15014202573154445,0.0,0.08478639300699053,0.9152136069930095,0.0,0.1993092460957426,10.293163925635097,
Mustelus,asterias,sharks,Mustelus_asterias,Fishes,Cartilaginous fishes,GCA_964213995.1,,NT,no,,MusAst,../groups/sharks/Mustelus_asterias/heterozygosity/MusAst_FROH.csv,../groups/sharks/Mustelus_asterias/heterozygosity/MusAst_whole_genome_mean_heterozygosity.txt,../groups/sharks/Mustelus_asterias/heterozygosity/MSMC/Primary_Results/MusAst.msmc2.final.txt,../groups/sharks/Mustelus_asterias/heterozygosity/MusAst_Chroms_Lengths.txt,../groups/sharks/Mustelus_asterias/heterozygosity/MusAst_Genome_Align.txt,../groups/sharks/Mustelus_asterias/heterozygosity/MusAst_alnROH_bins.txt,../groups/sharks/Mustelus_asterias/heterozygosity/ROH/MusAst_Auto_ROH_FROH_percent.csv,config_files/sharks/MusAst_config.yml,,66954354.0,330.0,2.16122394374481,66181844.0,330.0,2.42172827120465,8067136.0,13.0,0.260399607180823,7501692.0,12.0,0.27450216706367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038757.0,2.0,0.0335301047058497,1038757.0,2.0,0.0380102312321749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.976,1.9555,2732835256.0,0.88213366819687,33,0.0478533506390039,0.0,0.0,0.0007510821691477,0.0,3097983168.0,GR; TN; DZ; MA; IL; DK; SE; IE; DE; BA; BE; SY; IT; ME; SI; AL; NL; ES; HR; EG; GB; EH; LY; LB; FR; NO; PT,9_3; 9_5; 9_4; 9_6; 9_10,A2d,Mustelus plebejus;Squalus albomaculatus;Mustelus stellatus,1540.0,4760.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01569549799791011,0.9843045020020899,0.0,0.0,5.460311157461292,
Myotis,daubentonii,mammals,Myotis_daubentonii,Mammals,Mammals,GCF_963259705.1,GCA_963242275.1,LC,no,no,MyoDau,../groups/mammals/Myotis_daubentonii/heterozygosity/MyoDau_FROH.csv,../groups/mammals/Myotis_daubentonii/heterozygosity/MyoDau_whole_genome_mean_heterozygosity.txt,../groups/mammals/Myotis_daubentonii/heterozygosity/MSMC/Primary_Results/MyoDau.msmc2.final.txt,../groups/mammals/Myotis_daubentonii/heterozygosity/MyoDau_Chroms_Lengths.txt,../groups/mammals/Myotis_daubentonii/heterozygosity/MyoDau_Genome_Align.txt,../groups/mammals/Myotis_daubentonii/heterozygosity/MyoDau_alnROH_bins.txt,../groups/mammals/Myotis_daubentonii/heterozygosity/ROH/MyoDau_Auto_ROH_FROH_percent.csv,config_files/mammals/MyoDau_config.yml,Terrestrial,919818561.0,1104.0,43.7696404416723,915151494.0,1104.0,50.155353975468,782759851.0,596.0,37.2476906676022,778067817.0,593.0,42.6424117038645,591071634.0,329.0,28.1261913951003,586562059.0,326.0,32.1468389557416,0.0,0.0,0.0,0.0,0.0,0.0,501507086.0,301.0,23.8642551519145,516600107.0,319.0,28.3125377603871,5202063.0,2.0,0.247540587588694,5094470.0,2.0,0.279205080079782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.105,2.168,1824633706.0,0.868253421224189,21,1.55732374093828,0.998159349575777,0.0,0.879104297460019,0.0086693177364772,2101499011.0,AD; AL; MK; GB; IE; IT; AT; RS; NCS-ST; SE; LI; BE; BA; HU; LV; NCS-KB; UA; GR; CH; NCS-KR; MD; NCS-IN; NL; LT; RUW-OO; RUS-OO; TR; RUC-OO; RUE-OO; RUN-OO; LU; BG; ME; SI; ES; PT; BY; MC; SK; KZ; NCS-DA; NCS-KC; NCS-SO; RU-EU; PL; RO; HR; CZ; FR; UKR-UK; NCS-CH; DE; NO; DK; EE; COR-OO; FI; RU,14_5; 14_4; 15_3; 9_10; 5_7; 1_4; 5_8; 5_6; 3_4; 6; 1_1; 7_1; 5_1; 5_13; 5_2; 7_2; 5_3; 5_4; 5_5,,Vespertilio daubentonii,58.0,15.0,,0.0,0.0,0.0,0.0,1.0,0.3590546889278208,0.6409453110721792,0.0,0.5644968187092316,0.43550318129076837,0.0055668050955506535,40.86678716539912,56.655330610305896,Yes
Myotis,emarginatus,mammals,Myotis_emarginatus,Mammals,Mammals,GCA_965115925.1,,LC,no,,MyoEma,../groups/mammals/Myotis_emarginatus/heterozygosity/MyoEma_FROH.csv,../groups/mammals/Myotis_emarginatus/heterozygosity/MyoEma_whole_genome_mean_heterozygosity.txt,../groups/mammals/Myotis_emarginatus/heterozygosity/MSMC/Primary_Results/MyoEma.msmc2.final.txt,../groups/mammals/Myotis_emarginatus/heterozygosity/MyoEma_Chroms_Lengths.txt,../groups/mammals/Myotis_emarginatus/heterozygosity/MyoEma_Genome_Align.txt,../groups/mammals/Myotis_emarginatus/heterozygosity/MyoEma_alnROH_bins.txt,../groups/mammals/Myotis_emarginatus/heterozygosity/ROH/MyoEma_Auto_ROH_FROH_percent.csv,config_files/mammals/MyoEma_config.yml,,133403016.0,602.0,6.65034558205624,131670215.0,602.0,7.5947922208895,52992230.0,37.0,2.64174419162913,52118076.0,37.0,3.00619208507048,39198906.0,17.0,1.9541257698292,38744775.0,17.0,2.23481457647893,0.0,-1.0,0.0,0.0,-1.0,0.0,33174719.0,15.0,1.65381077994224,35664151.0,17.0,2.05712291560721,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.215,2.152,1733690813.0,0.864271542323004,21,0.168224647692703,0.0495011428690082,0.0,0.0455652725806998,0.0,2005956147.0,TN; AL; TM; AF; TR; RU; ES; BE; PL; ME; KRI-OO; HU; DZ; RS; RO; HR; SK; LU; MK; DE; UZ; MC; MA; AT; IL; SAR-OO; KZ; AZ; SM; IR; COR-OO; SY; NL; BG; AD; FR; UA; PT; SI; BAL-OO; CY; IT; CZ; BA; KG; TJ; JO; SA; GE; CH; AM; GR; LB; OM,3_8; 14_4; 7_1; 14_5; 4_5; 3_4; 7_2,,Vespertilio emarginatus,55.0,10.5,,0.0,0.0,0.0,1.0,1.0,0.7057438160938669,0.2942561839061332,0.0,0.27085967012357326,0.7291403298764267,0.0,0.0,17.466452739081163,
Myotis,mystacinus,mammals,Myotis_mystacinus,Mammals,Mammals,GCA_964094495.2,,LC,,,MyoMys,../groups/mammals/Myotis_mystacinus/heterozygosity/MyoMys_FROH.csv,../groups/mammals/Myotis_mystacinus/heterozygosity/MyoMys_whole_genome_mean_heterozygosity.txt,../groups/mammals/Myotis_mystacinus/heterozygosity/MSMC/Primary_Results/MyoMys.msmc2.final.txt,../groups/mammals/Myotis_mystacinus/heterozygosity/MyoMys_Chroms_Lengths.txt,../groups/mammals/Myotis_mystacinus/heterozygosity/MyoMys_Genome_Align.txt,../groups/mammals/Myotis_mystacinus/heterozygosity/MyoMys_alnROH_bins.txt,../groups/mammals/Myotis_mystacinus/heterozygosity/ROH/MyoMys_Auto_ROH_FROH_percent.csv,config_files/mammals/MyoMys_config.yml,,11384801.0,50.0,0.56092521573168,11257531.0,50.0,0.696586731937587,3327588.0,5.0,0.163949112221298,3260211.0,5.0,0.201733375277134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601767.0,1.0,0.029648852386195,601567.0,1.0,0.0372234009901015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.351,5.343,1616098970.0,0.796246384447998,21,0.0372743560259803,0.0,0.0,0.0019918241869803,0.0,2029646855.0,RS; GB; CZ; HR; AT; AM; UA; IE; AD; RO; PT; EE; TR; DK; PL; NO; CN; FI; HU; DE; AL; SK; CH; GE; SI; ME; COR-OO; LU; SE; BG; LB; RU; LT; FR; LV; ES; GR; AZ; MK; IT; BE; LI; NL; BA; KRI-OO; MA,7_1; 3_8; 1_1; 14_4; 8_2; 8_3; 7_2; 1_4; 14_5; 1_5; 4_5,,Vespertilio mystacinus,48.0,8.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.053436850407074146,0.9465631495929259,0.0,0.0,2.171607174110839,
Myotis,nattereri,mammals,Myotis_nattereri,Mammals,Mammals,GCA_964212035.2,,LC,no,,MyoNat,../groups/mammals/Myotis_nattereri/heterozygosity/MyoNat_FROH.csv,../groups/mammals/Myotis_nattereri/heterozygosity/MyoNat_whole_genome_mean_heterozygosity.txt,../groups/mammals/Myotis_nattereri/heterozygosity/MSMC/Primary_Results/MyoNat.msmc2.final.txt,../groups/mammals/Myotis_nattereri/heterozygosity/MyoNat_Chroms_Lengths.txt,../groups/mammals/Myotis_nattereri/heterozygosity/MyoNat_Genome_Align.txt,../groups/mammals/Myotis_nattereri/heterozygosity/MyoNat_alnROH_bins.txt,../groups/mammals/Myotis_nattereri/heterozygosity/ROH/MyoNat_Auto_ROH_FROH_percent.csv,config_files/mammals/MyoNat_config.yml,Terrestrial,21602519.0,72.0,1.02067092693699,21447707.0,72.0,1.22246496277954,9962138.0,9.0,0.470688840812232,9887797.0,9.0,0.563579378978677,5500439.0,3.0,0.259883496581596,5499038.0,3.0,0.313431234583411,0.0,0.0,0.0,0.0,0.0,0.0,2294712.0,1.0,0.108420033056952,2294712.0,1.0,0.130792770512473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.428,4.414,1754463944.0,0.828945152183413,21,0.0541307485518779,0.0138787350673534,0.0,0.0057915038782923,0.0,2116501845.0,BA; AL; BE; BG; HU; NL; RUW-OO; RUC-OO; IE; LU; HR; RU-EU; TUE-OO; CZ; PL; GR; DK; LV; MK; TR; RUN-OO; UA; EE; SE; RUS-OO; BY; LT; RO; NO; FI; LI; RU; RS; RUE-OO; GB; DE; CH; ME; FR; SK; YUG-KO; YUG-SE; FRA-FR; GRC-OO; EAI-OO; UKR-UK; AT; GRB-OO; IRE-NI,1_1; 14_1; 7_2; 14_3; 14_5; 14_2; 1_4; 5_2; 14_4; 3_3; 3_4; 3_8; 4_4; 7_1; 5_1,,Vespertilio nattereri,55.5,12.0,,0.0,0.0,0.0,1.0,1.0,0.7436071837422998,0.2563928162577002,0.0,0.10699101773443649,0.8930089822655635,0.0,0.0,3.6550134704811885,
Myripristis,murdjan,fishes,Myripristis_murdjan,Fishes,Ray-finned fishes,GCF_902150065.1,GCA_902148815.1,LC,no,no,MyrMur,../groups/fishes/Myripristis_murdjan/heterozygosity/MyrMur_FROH.csv,../groups/fishes/Myripristis_murdjan/heterozygosity/MyrMur_whole_genome_mean_heterozygosity.txt,../groups/fishes/Myripristis_murdjan/heterozygosity/MSMC/Primary_Results/MyrMur.msmc2.final.txt,../groups/fishes/Myripristis_murdjan/heterozygosity/MyrMur_Chroms_Lengths.txt,../groups/fishes/Myripristis_murdjan/heterozygosity/MyrMur_Genome_Align.txt,../groups/fishes/Myripristis_murdjan/heterozygosity/MyrMur_alnROH_bins.txt,../groups/fishes/Myripristis_murdjan/heterozygosity/ROH/MyrMur_Auto_ROH_FROH_percent.csv,config_files/fishes/MyrMur_config.yml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,5.41,559262691.0,0.672571663767825,24,0.0,0.0,0.0,0.0,0.0,831528774.0,LK; AU; JP; AS; KR; TH; MCI-OO; TL; FJ; MV; SA; CC; YE; TV; TO; DT; ID; MZ; SB; MY; WS; PG; RE; CN; JO; WF; VU; SC; MH; SO; IO; KI; SD; TZ; GU; IL; GIL-OO; BN; IN; TF; SCS-SI; NR; TW; FM; ER; DJ; EG; KM; PW; YT; MU; MP; MG; NC; KE; OM; CX; HAW-MI; PH; UM; MM,9_8,,Sciaena murdjan,600.0,,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,
Myxine,glutinosa,chordates,Myxine_glutinosa,Fishes,Cyclostomes,GCA_964187855.1,GCA_964187825.1,LC,no,no,MyxGlu,../groups/chordates/Myxine_glutinosa/heterozygosity/MyxGlu_FROH.csv,../groups/chordates/Myxine_glutinosa/heterozygosity/MyxGlu_whole_genome_mean_heterozygosity.txt,../groups/chordates/Myxine_glutinosa/heterozygosity/MSMC/Primary_Results/MyxGlu.msmc2.final.txt,../groups/chordates/Myxine_glutinosa/heterozygosity/MyxGlu_Chroms_Lengths.txt,../groups/chordates/Myxine_glutinosa/heterozygosity/MyxGlu_Genome_Align.txt,../groups/chordates/Myxine_glutinosa/heterozygosity/MyxGlu_alnROH_bins.txt,../groups/chordates/Myxine_glutinosa/heterozygosity/ROH/MyxGlu_Auto_ROH_FROH_percent.csv,config_files/chordates/MyxGlu_config.yml,Marine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.385,2.385,786168502.0,0.295119660758318,14,0.0,0.0,0.0,0.0,0.0,2663897417.0,IE; DK; MA; GI; GL; MX; US; SE; GB; CA; IT; DZ; NO; PT; FR; ES; NL; DE,9_6; 11_1_2,,Myxine limosa;Petromyzon myxine;Gastrobranchus coecus;Myxine glutinosa;Gasterobranchus glutinosus;Myxine glutinosa;Myxine glutinosa,,,,,,,,,,,,,,,0.0,0.0,
Nannobrachium,achirus,fishes,Nannobrachium_achirus,Fishes,Ray-finned fishes,GCA_963921795.1,GCA_963921835.1,DD/NE,no,no,NanAch,../groups/fishes/Nannobrachium_achirus/heterozygosity/NanAch_FROH.csv,../groups/fishes/Nannobrachium_achirus/heterozygosity/NanAch_whole_genome_mean_heterozygosity.txt,../groups/fishes/Nannobrachium_achirus/heterozygosity/MSMC/Primary_Results/NanAch.msmc2.final.txt,../groups/fishes/Nannobrachium_achirus/heterozygosity/NanAch_Chroms_Lengths.txt,../groups/fishes/Nannobrachium_achirus/heterozygosity/NanAch_Genome_Align.txt,../groups/fishes/Nannobrachium_achirus/heterozygosity/NanAch_alnROH_bins.txt,../groups/fishes/Nannobrachium_achirus/heterozygosity/ROH/NanAch_Auto_ROH_FROH_percent.csv,config_files/fishes/NanAch_config.yml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.444,138107542.0,0.0856516768274366,24,0.0,0.0,0.0,0.0,0.0,1612432437.0,,,,,,,,,,,,,,,,,,,0.0,0.0,
Nansenia,antarctica,fishes,Nansenia_antarctica,Fishes,Ray-finned fishes,GCA_963989245.1,GCA_963989255.1,DD/NE,no,no,NanAnt,../groups/fishes/Nansenia_antarctica/heterozygosity/NanAnt_FROH.csv,../groups/fishes/Nansenia_antarctica/heterozygosity/NanAnt_whole_genome_mean_heterozygosity.txt,../groups/fishes/Nansenia_antarctica/heterozygosity/MSMC/Primary_Results/NanAnt.msmc2.final.txt,../groups/fishes/Nansenia_antarctica/heterozygosity/NanAnt_Chroms_Lengths.txt,../groups/fishes/Nansenia_antarctica/heterozygosity/NanAnt_Genome_Align.txt,../groups/fishes/Nansenia_antarctica/heterozygosity/NanAnt_alnROH_bins.txt,../groups/fishes/Nansenia_antarctica/heterozygosity/ROH/NanAnt_Auto_ROH_FROH_percent.csv,config_files/fishes/NanAnt_config.yml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.464,1.464,252434599.0,0.245156381870793,20,0.0,0.0,0.0,0.0,0.0,1029688059.0,,,,,220.0,,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,
Narcine,bancroftii,sharks,Narcine_bancroftii,Fishes,Cartilaginous fishes,GCF_036971445.1,,DD/NE,no,,NarBan,../groups/sharks/Narcine_bancroftii/heterozygosity/NarBan_FROH.csv,../groups/sharks/Narcine_bancroftii/heterozygosity/NarBan_whole_genome_mean_heterozygosity.txt,../groups/sharks/Narcine_bancroftii/heterozygosity/MSMC/Primary_Results/NarBan.msmc2.final.txt,../groups/sharks/Narcine_bancroftii/heterozygosity/NarBan_Chroms_Lengths.txt,../groups/sharks/Narcine_bancroftii/heterozygosity/NarBan_Genome_Align.txt,../groups/sharks/Narcine_bancroftii/heterozygosity/NarBan_alnROH_bins.txt,../groups/sharks/Narcine_bancroftii/heterozygosity/ROH/NarBan_Auto_ROH_FROH_percent.csv,config_files/sharks/NarBan_config.yml,,30384945.0,190.0,0.983370369158756,28594866.0,190.0,1.09185088786433,4259327.0,5.0,0.137847738883775,2732978.0,3.0,0.104354552870214,1601596.0,1.0,0.0518336317463529,1601596.0,1.0,0.0611544748837068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.7915,2618935087.0,0.847585264118796,14,0.0086802145585214,0.0004861780753254,0.0,0.0,0.0,3089878031.0,SR; GY; BR; BS; GF; US; VE; MX; CO; TT; JM; CU; BZ; CR; PA; AG; AI; MS; KN; VC; LC; BB; DM; GD; GP; MQ; AW; CW,12_4; 9_10; 9_9; 9_4,,Torpedo bancroftii,650.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.9439900854929693,0.0560099145070308,0.0,0.0,1.0,0.0,0.0,2.6377430311292884,
Natator,depressus,reptiles,Natator_depressus,Reptiles,Turtles,GCA_965152275.1,,DD/NE,no,,NatDep,../groups/reptiles/Natator_depressus/heterozygosity/NatDep_FROH.csv,../groups/reptiles/Natator_depressus/heterozygosity/NatDep_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Natator_depressus/heterozygosity/MSMC/Primary_Results/NatDep.msmc2.final.txt,../groups/reptiles/Natator_depressus/heterozygosity/NatDep_Chroms_Lengths.txt,../groups/reptiles/Natator_depressus/heterozygosity/NatDep_Genome_Align.txt,../groups/reptiles/Natator_depressus/heterozygosity/NatDep_alnROH_bins.txt,../groups/reptiles/Natator_depressus/heterozygosity/ROH/NatDep_Auto_ROH_FROH_percent.csv,config_files/reptiles/NatDep_config.yml,Marine,563255962.0,2844.0,25.9357779910663,559909427.0,2844.0,26.8026973506643,69046817.0,102.0,3.17934125427292,65793847.0,98.0,3.14953184147213,5312469.0,4.0,0.244618833823231,4083283.0,3.0,0.19546553990439,0.0,0.0,0.0,0.0,0.0,0.0,29325089.0,73.0,1.35030794023315,28967413.0,85.0,1.38666142456412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.2335,2089004027.0,0.961906279239978,28,0.0742434716613402,0.0005414395455351,0.0,0.0038410521460426,0.0,2171733434.0,AU,,,Chelonia depressa,990.0,140000.0,,1.0,0.0,0.0,0.0,0.0,0.9927072437021139,0.00729275629788602,0.0,0.051735890847931836,0.9482641091520682,0.0,10.543311373589418,33.14497877260925,
